time;symbol;tf;cycle;event;detail;state;risk;active_orders;pending_orders;pyramid_level;buy_stop_ticket;sell_stop_ticket;entry_price;profit_money;price_move;peak_profit;worst_profit;lot_mode;auto_lot;last_lot;lot_base;lot_raw;lot_reason;balance;equity;spread;last_error
2026.08.13 08:02:11;XAUUSD;5;1786608131;EA_INIT;V9|Preset=AGGRESSIVE|MaxLoss=$50.0 SL=$12.0 RiskPct=1.50|HedgeMaxNeg=$10.0 LotRatio=1.25 ConfirmBars=1 Cooldown=60s|DailyDD=4.0% WeeklyLim=$100|AutoLotMode=KELLY_LITE|Session=ALL NewsFilter=OFF (0 times);IDLE;SAFE;0;0;0;-1;-1;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.00;0.00;0.0000;INIT;213142.14;213142.14;34;0
2026.08.13 08:02:11;XAUUSD;5;1786608131;DAILY_BASELINE_RESTORED;startEquity=213142.82 paused=false hardStop=false;IDLE;SAFE;0;0;0;-1;-1;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.00;0.00;0.0000;INIT;213142.14;213142.14;34;0
2026.08.13 08:02:11;XAUUSD;5;1786608131;WEEKLY_BASELINE_RESTORED;startEquity=213142.82 paused=false;IDLE;SAFE;0;0;0;-1;-1;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.00;0.00;0.0000;INIT;213142.14;213142.14;34;0
2026.08.13 08:02:13;XAUUSD;5;1786608131;TRADELOG_RECOVER_CLOSE;ticket=119234546 type=main pnl=-3.45;IDLE;SAFE;0;0;0;-1;-1;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.00;0.00;0.0000;INIT;213142.14;213142.14;36;0
2026.08.13 08:02:13;XAUUSD;5;1786608131;FILTER_BLOCK_TREND_DISAGREE;TREND_DISAGREE (main=-1 fast=1 rsi=43.6, no extreme);BLOCKED;SAFE;0;0;0;-1;-1;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.00;0.00;0.0000;INIT;213142.14;213142.14;36;0
2026.08.13 08:07:13;XAUUSD;5;1786608131;FILTER_BLOCK_TREND_DISAGREE;TREND_DISAGREE (main=-1 fast=1 rsi=42.1, no extreme);BLOCKED;SAFE;0;0;0;-1;-1;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.00;0.00;0.0000;INIT;213142.14;213142.14;36;0
2026.08.13 08:12:13;XAUUSD;5;1786608131;FILTER_BLOCK_TREND_DISAGREE;TREND_DISAGREE (main=-1 fast=1 rsi=40.4, no extreme);BLOCKED;SAFE;0;0;0;-1;-1;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.00;0.00;0.0000;INIT;213142.14;213142.14;34;0
2026.08.13 08:17:13;XAUUSD;5;1786608132;PLACE_PENDING_START;cycle=1786608132 trend=-1 consecLosses=0 preset=AGGRESSIVE;PLACE_PENDING;SAFE;0;0;0;-1;-1;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.00;0.00;0.0000;INIT;213142.14;213142.14;36;0
2026.08.13 08:17:13;XAUUSD;5;1786608132;DIR_OCO_PLACED;dir=BEAR ticket=119241193 price=4374.29 sl=4389.29 tp=4351.79 lot=0.03 dist=1.59;PLACE_PENDING;SAFE;0;1;0;-1;119241193;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213142.14;36;0
2026.08.13 08:17:14;XAUUSD;5;1786608132;DIR_OCO_COUNTER_PLACED;dir=BULL(counter) ticket=119241196 price=4377.80 lot=0.03;PLACE_PENDING;SAFE;0;2;0;119241196;119241193;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213142.14;36;0
2026.08.13 08:17:17;XAUUSD;5;1786608132;BUY_STOP_TRAILED;Old=4377.80 New=4377.23;WAIT_TRIGGER;SAFE;0;2;0;119241196;119241193;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213142.14;36;0
2026.08.13 08:17:34;XAUUSD;5;1786608132;BUY_STOP_TRAILED;Old=4377.23 New=4376.88;WAIT_TRIGGER;SAFE;0;2;0;119241196;119241193;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213142.14;37;0
2026.08.13 08:19:40;XAUUSD;5;1786608132;BUY_STOP_TRAILED;Old=4376.88 New=4376.43;WAIT_TRIGGER;SAFE;0;2;0;119241196;119241193;0.00;0.00;0.00;0.00;0.00;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213142.14;36;0
2026.08.13 08:19:42;XAUUSD;5;1786608132;OCO_TRIGGERED_SELL;ticket=119241193 entry=4374.29;POSITION_ACTIVE;SAFE;1;1;0;119241196;-1;0.00;0.12;-0.96;0.00;0.00;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213142.26;36;0
2026.08.13 08:19:43;XAUUSD;5;1786608132;PENDING_DELETED;ticket=119241196 reason=oco_sell_triggered;POSITION_ACTIVE;SAFE;1;0;0;119241196;-1;0.00;-0.99;-0.99;0.00;0.00;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213141.15;36;0
2026.08.13 08:19:43;XAUUSD;5;1786608132;HEDGE_PENDING_PLACED;dir=BUY_STOP ticket=119241754 price=4377.62 sl=4374.62 lot=0.05 mainEntry=4374.29 dist=3.00 confirmBars=1;POSITION_ACTIVE;SAFE;1;1;1;-1;-1;4374.29;-0.84;-0.84;0.00;-0.99;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213141.30;36;0
2026.08.13 08:34:45;XAUUSD;5;1786608132;PENDING_DELETED;ticket=119241754 reason=hedge_pending_expired;POSITION_ACTIVE;SAFE;1;0;1;-1;-1;4374.29;1.86;1.86;5.82;-9.93;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213144.00;33;0
2026.08.13 08:34:45;XAUUSD;5;1786608132;HEDGE_PENDING_EXPIRED;after=900s rearm=1/1;POSITION_ACTIVE;SAFE;1;0;1;-1;-1;4374.29;1.86;1.86;5.82;-9.93;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213144.00;33;0
2026.08.13 08:34:46;XAUUSD;5;1786608132;HEDGE_PENDING_PLACED;dir=BUY_STOP ticket=119245087 price=4376.67 sl=4373.67 lot=0.05 mainEntry=4374.29 dist=3.00 confirmBars=1;MANAGE_PROFIT;SAFE;1;1;1;-1;-1;4374.29;1.71;1.71;5.82;-9.93;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213142.14;213143.85;33;0
2026.08.13 08:38:22;XAUUSD;5;1786608132;POSITION_CLOSED;ticket=119245087 reason=hedge_max_loss lots=0.05 price=4374.64 pnl=-10.15;MANAGE_PROFIT;SAFE;1;0;1;-1;-1;4374.29;-1.71;-1.71;5.82;-12.06;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213131.29;213129.58;36;0
2026.08.13 08:38:22;XAUUSD;5;1786608132;HEDGE_CLOSED_MAX_LOSS;profit=-10.15 limit=10.00 peak=0.00 reason=hard_dollar_stop ok=1;MANAGE_PROFIT;SAFE;1;0;1;-1;-1;4374.29;-1.71;-1.71;5.82;-12.06;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213131.29;213129.58;36;0
2026.08.13 08:49:21;XAUUSD;5;1786608132;EXIT_TIME_PROFIT_LOCK;held=29 profit=4.35 peak=5.82 giveback=1.47;MANAGE_PROFIT;SAFE;1;0;1;-1;-1;4374.29;4.35;4.35;5.82;-14.28;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213131.29;213135.64;33;0
2026.08.13 08:49:21;XAUUSD;5;1786608132;POSITION_CLOSED;ticket=119241193 reason=time_exit_profit_lock lots=0.03 price=4372.84 pnl=4.35;MANAGE_PROFIT;SAFE;0;0;1;-1;-1;4374.29;0.00;0.00;5.82;-14.28;KELLY_LITE;true;0.04;213142.14;0.0417;KELLY_LITE(mult=1.00 taper=1.00 n=0)+HARD_RISK_CAP(2.0%)+MAXLOSS_CAP;213135.97;213135.97;34;0
