timestamp;cycle_id;type;action;ticket;price;lot;sl;tp;pnl;exit_reason;spread;atr;rsi;pyramid_level;balance;equity;comment
2026.08.17 00:45:34;1786927491;main;open;119574738;4370.07;0.04;4358.07;4392.57;0.00;;33;3.63;37.0;1;213057.11;213055.99;BUY OCO
2026.08.17 00:45:34;1786927491;hedge;open;119574785;4366.79;0.05;4369.79;0.00;0.00;;33;3.65;37.7;1;213057.11;213057.15;HedgePend SELL_STOP
2026.08.17 00:48:37;1786927491;main;close;119574738;4373.23;0.04;4373.15;4392.57;12.64;tiered_profit_trail;33;3.91;44.8;1;213070.15;213070.15;EA_Breakout_OCO_V10 BuyStop
2026.08.17 00:55:17;1786927492;main;open;119575093;4370.99;0.03;4382.99;4348.49;0.00;;33;3.77;40.0;1;213070.15;213069.88;SELL OCO
2026.08.17 00:55:17;1786927492;hedge;open;119575146;4374.08;0.05;4371.08;0.00;0.00;;33;3.79;39.5;1;213070.15;213070.69;HedgePend BUY_STOP
2026.08.17 01:02:48;1786927492;main;close;119575093;4373.66;0.03;4373.66;4348.49;-8.01;broker_side_close(sl_or_tp_hit);33;3.97;46.8;1;213062.14;213062.14;EA_Breakout_OCO_V10 SellSto[sl]
2026.08.17 01:04:46;1786927492;hedge;close;119575146;4375.21;0.05;4375.21;0.00;5.65;failsafe_reconcile;33;4.13;49.6;0;213067.79;213067.79;EA_Breakout_OCO_V10 HedgePe[sl]
2026.08.17 01:10:18;1786927493;main;open;119576132;4374.18;0.04;4362.18;4396.68;0.00;;33;3.84;48.1;1;213067.79;213066.95;BUY OCO
2026.08.17 01:10:18;1786927493;hedge;open;119576183;4370.97;0.05;4373.97;0.00;0.00;;33;3.84;48.0;1;213067.79;213066.79;HedgePend SELL_STOP
2026.08.17 01:11:25;1786927493;main;close;119576132;4377.94;0.04;4377.94;4396.68;15.04;broker_side_close(sl_or_tp_hit);30;4.18;54.4;1;213082.83;213082.83;EA_Breakout_OCO_V10 BuyStop[sl]
2026.08.17 01:17:13;1786927494;main;open;119576868;4382.56;0.04;4367.56;4405.06;0.00;;30;4.39;60.5;1;213082.83;213082.43;BUY OCO
2026.08.17 01:17:13;1786927494;hedge;open;119576981;4379.46;0.05;4382.46;0.00;0.00;;33;4.39;60.4;1;213082.83;213082.11;HedgePend SELL_STOP
2026.08.17 01:17:30;1786927494;main;close;119576868;4384.55;0.04;4383.89;4405.06;7.96;tiered_profit_trail;33;4.57;62.7;1;213090.63;213090.63;EA_Breakout_OCO_V10 BuyStop
2026.08.17 01:24:13;1786927495;main;open;119578249;4386.58;0.04;4374.58;4409.08;0.00;;32;4.78;64.8;1;213090.63;213090.23;BUY OCO
2026.08.17 01:24:14;1786927495;hedge;open;119578494;4383.48;0.05;4386.48;0.00;0.00;;33;4.78;64.7;1;213090.63;213090.11;HedgePend SELL_STOP
2026.08.17 01:26:45;1786927495;main;close;119578249;4388.75;0.04;4388.75;4409.08;8.68;failsafe_reconcile;37;4.78;66.6;0;213099.31;213099.31;EA_Breakout_OCO_V10 BuyStop[sl]
2026.08.17 01:34:21;1786927496;main;open;119580095;4392.27;0.03;4404.27;4369.77;0.00;;33;4.86;70.1;1;213099.31;213098.44;SELL OCO
2026.08.17 01:35:00;1786927496;hedge;open;119580689;4395.92;0.05;4392.92;0.00;0.00;;33;4.59;70.4;1;213099.31;213097.42;HedgePend BUY_STOP
