timestamp;cycle_id;type;action;ticket;price;lot;sl;tp;pnl;exit_reason;spread;atr;rsi;comment
2026.08.11 20:31:47;1786445819;hedge;open;118780796;4369.04;0.05;4372.04;0.00;0.00;;36;3.73;52.6;HedgePend SELL_STOP
2026.08.11 20:36:19;1786445819;hedge;close;118780796;4369.06;0.05;4372.04;0.00;-0.10;hedge_reversal_giveback_cap;36;3.73;47.1;EA_Breakout_OCO_V7_1 HedgePend
2026.08.11 20:44:03;1786445819;main;close;118780295;4366.76;0.03;4356.97;4394.47;-15.63;time_loss_exit;36;3.53;43.8;
2026.08.12 00:11:36;1786445825;main;open;118803632;4366.52;0.03;4354.52;4389.02;0.00;;33;3.05;38.3;BUY OCO
2026.08.12 00:11:36;1786445825;hedge;open;118803754;4363.06;0.05;4366.06;0.00;0.00;;33;3.05;37.8;HedgePend SELL_STOP
2026.08.12 00:13:21;1786445825;main;close;118803632;4369.07;0.03;4368.97;4389.02;7.65;tiered_profit_trail;36;3.27;45.7;
2026.08.12 00:18:59;1786445826;main;open;118805356;4371.33;0.03;4356.33;4393.83;0.00;;36;3.61;50.6;BUY OCO
2026.08.12 00:19:00;1786445826;hedge;open;118805442;4368.22;0.05;4371.22;0.00;0.00;;36;3.61;50.4;HedgePend SELL_STOP
2026.08.12 00:23:36;1786445826;main;close;118805356;4373.73;0.03;4373.73;4393.83;7.20;failsafe_reconcile;36;3.76;54.9;[sl]
2026.08.12 00:29:21;1786445827;main;open;118807375;4373.97;0.03;4358.97;4396.47;0.00;;36;3.99;55.5;BUY OCO
2026.08.12 00:29:21;1786445827;hedge;open;118807575;4370.74;0.05;4373.74;0.00;0.00;;36;4.00;55.6;HedgePend SELL_STOP
2026.08.12 00:32:36;1786445827;hedge;close;118807575;4370.03;0.05;4370.17;0.00;3.55;hedge_reversal_giveback_cap;36;4.15;46.9;EA_Breakout_OCO_V7_1 HedgePend
2026.08.12 00:33:40;1786445827;main;close;118807375;4367.29;0.03;4358.97;4396.47;-20.04;soft_sl_momentum;36;4.29;43.0;
2026.08.12 00:45:06;1786445828;main;open;118809617;4369.80;0.03;4354.80;4392.30;0.00;;36;4.31;47.9;BUY OCO
2026.08.12 00:45:07;1786445828;hedge;open;118809808;4366.52;0.05;4369.52;0.00;0.00;;36;4.31;47.8;HedgePend SELL_STOP
2026.08.12 01:05:00;1786445828;hedge;open;118813488;4365.81;0.05;4368.81;0.00;0.00;;36;3.86;46.3;HedgePend SELL_STOP
2026.08.12 01:12:49;1786445828;main;close;118809617;4374.03;0.03;4374.03;4392.30;12.69;failsafe_reconcile;36;3.94;57.7;[sl]
2026.08.12 01:39:48;1786445829;main;open;118821836;4380.98;0.03;4395.98;4358.48;0.00;;36;3.58;65.5;SELL OCO
2026.08.12 01:39:48;1786445829;hedge;open;118822263;4384.36;0.05;4381.36;0.00;0.00;;36;3.58;65.5;HedgePend BUY_STOP
2026.08.12 01:54:50;1786445829;hedge;open;118825512;4381.72;0.05;4378.72;0.00;0.00;;36;3.58;56.7;HedgePend BUY_STOP
2026.08.12 01:55:09;1786445829;main;close;118821836;4378.71;0.03;4379.07;4358.48;6.81;tiered_profit_trail;36;3.43;56.5;
2026.08.12 02:00:20;1786445830;main;open;118826913;4381.58;0.04;4366.58;4404.08;0.00;;36;3.90;60.6;BUY OCO
2026.08.12 02:00:21;1786445830;hedge;open;118826988;4377.79;0.05;4380.79;0.00;0.00;;36;3.90;60.6;HedgePend SELL_STOP
2026.08.12 02:03:51;1786445830;main;close;118826913;4384.61;0.04;4384.61;4404.08;12.12;broker_side_close(sl_or_tp_hit);36;4.06;65.7;[sl]
2026.08.12 02:09:33;1786445831;main;open;118830159;4387.43;0.04;4372.43;4409.93;0.00;;36;4.30;68.8;BUY OCO
2026.08.12 02:09:34;1786445831;hedge;open;118830327;4384.06;0.05;4387.06;0.00;0.00;;36;4.30;68.7;HedgePend SELL_STOP
2026.08.12 02:12:08;1786445831;main;close;118830159;4389.76;0.04;4389.76;4409.93;9.32;broker_side_close(sl_or_tp_hit);36;4.19;71.6;[sl]
2026.08.12 02:37:32;1786445832;main;open;118838273;4389.08;0.03;4404.08;4366.58;0.00;;36;4.14;64.7;SELL OCO
2026.08.12 02:38:39;1786445832;main;close;118838273;4386.50;0.03;4386.67;4366.58;7.74;tiered_profit_trail;36;4.14;60.1;
2026.08.12 02:43:55;1786445833;main;open;118840018;4391.79;0.04;4376.79;4414.29;0.00;;36;4.24;68.5;BUY OCO
2026.08.12 02:43:55;1786445833;hedge;open;118840130;4389.10;0.05;4392.10;0.00;0.00;;36;4.24;68.4;HedgePend SELL_STOP
2026.08.12 02:48:54;1786445833;main;close;118840018;4395.49;0.04;4395.49;4414.29;14.80;broker_side_close(sl_or_tp_hit);36;4.47;72.0;[sl]
2026.08.12 03:40:05;1786445834;main;open;118853796;4400.54;0.04;4388.54;4423.04;0.00;;36;3.82;69.2;BUY OCO
2026.08.12 03:40:05;1786445834;hedge;open;118854140;4397.41;0.05;4400.41;0.00;0.00;;36;3.85;69.9;HedgePend SELL_STOP
2026.08.12 03:41:32;1786445834;main;close;118853796;4402.85;0.04;4402.85;4423.04;9.24;broker_side_close(sl_or_tp_hit);33;4.03;72.0;[sl]
