timestamp;cycle_id;type;action;ticket;price;lot;sl;tp;pnl;exit_reason;spread;atr;rsi;pyramid_level;balance;equity;comment
2026.08.13 08:02:13;1786608131;main;close;119234546;4379.05;0.03;4368.20;4402.70;-3.45;failsafe_reconcile;36;4.64;44.3;0;213142.14;213142.14;
2026.08.13 08:19:43;1786608132;main;open;119241193;4374.29;0.03;4389.29;4351.79;0.00;;36;4.03;35.8;1;213142.14;213141.15;SELL OCO
2026.08.13 08:19:43;1786608132;hedge;open;119241754;4377.62;0.05;4374.62;0.00;0.00;;36;4.03;35.8;1;213142.14;213141.30;HedgePend BUY_STOP
2026.08.13 08:34:46;1786608132;hedge;open;119245087;4376.67;0.05;4373.67;0.00;0.00;;33;3.89;36.5;1;213142.14;213143.85;HedgePend BUY_STOP
2026.08.13 08:38:22;1786608132;hedge;close;119245087;4374.64;0.05;4373.67;0.00;-10.15;hedge_max_loss;36;3.89;38.8;1;213131.29;213129.58;EA_Breakout_OCO_V9 HedgePend
2026.08.13 08:49:21;1786608132;main;close;119241193;4372.84;0.03;4389.29;4351.79;4.35;time_exit_profit_lock;34;3.80;38.6;1;213135.97;213135.97;
2026.08.13 09:10:01;1786608133;main;open;119253908;4365.62;0.03;4377.62;4343.12;0.00;;33;3.93;31.9;1;213135.97;213135.97;SELL OCO
2026.08.13 09:10:02;1786608133;hedge;open;119254129;4368.62;0.05;4365.62;0.00;0.00;;33;3.94;31.6;1;213135.97;213136.69;HedgePend BUY_STOP
2026.08.13 09:22:18;1786608133;hedge;close;119254129;4368.73;0.05;4365.62;0.00;0.55;hedge_trail_close;33;4.15;39.5;1;213137.07;213126.42;EA_Breakout_OCO_V9 HedgePend
2026.08.13 09:24:38;1786608133;main;close;119253908;4370.85;0.03;4377.62;4343.12;-15.69;time_loss_exit_hardcap;33;4.26;42.5;1;213121.38;213121.38;
2026.08.13 09:31:56;1786608134;main;open;119259208;4373.87;0.03;4361.87;4396.37;0.00;;36;4.18;48.1;1;213121.38;213120.99;BUY OCO
2026.08.13 09:31:57;1786608134;hedge;open;119259724;4370.74;0.05;4373.74;0.00;0.00;;36;4.18;48.0;1;213121.38;213120.81;HedgePend SELL_STOP
2026.08.13 09:46:59;1786608134;hedge;open;119262485;4370.96;0.05;4373.96;0.00;0.00;;33;3.85;48.7;1;213121.38;213121.80;HedgePend SELL_STOP
2026.08.13 09:49:06;1786608134;main;close;119259208;4378.42;0.03;4378.42;4396.37;13.65;broker_side_close(sl_or_tp_hit);36;4.14;55.6;1;213135.03;213135.03;[sl]
2026.08.13 09:55:11;1786608135;main;open;119264144;4376.81;0.03;4364.81;4399.31;0.00;;36;3.60;52.2;1;213135.03;213135.03;BUY OCO
2026.08.13 09:55:11;1786608135;hedge;open;119264325;4373.45;0.05;4376.45;0.00;0.00;;36;3.60;52.2;1;213135.03;213133.89;HedgePend SELL_STOP
2026.08.13 10:05:52;1786608135;hedge;close;119264325;4373.75;0.05;4376.45;0.00;-1.50;hedge_reversal_giveback_cap;36;3.54;47.0;1;213133.93;213123.43;EA_Breakout_OCO_V9 HedgePend
2026.08.13 10:06:12;1786608135;main;close;119264144;4372.74;0.03;4364.81;4399.31;-12.21;time_loss_exit_confirmed;36;3.55;46.1;1;213121.75;213121.75;
2026.08.13 10:22:25;1786608136;main;open;119269557;4380.01;0.03;4395.01;4357.51;0.00;;36;3.55;57.6;1;213121.75;213120.85;SELL OCO
2026.08.13 10:22:25;1786608136;hedge;open;119269791;4383.31;0.05;4380.31;0.00;0.00;;34;3.55;57.8;1;213121.75;213120.58;HedgePend BUY_STOP
2026.08.13 10:37:27;1786608136;hedge;open;119272673;4383.82;0.05;4380.82;0.00;0.00;;36;3.30;57.6;1;213121.75;213119.29;HedgePend BUY_STOP
2026.08.13 10:58:04;1786608136;main;close;119269557;4384.01;0.03;4395.01;4357.51;-12.00;time_loss_exit_confirmed;33;3.12;62.9;1;213109.36;213109.36;
2026.08.13 11:04:17;1786608137;main;open;119277150;4383.58;0.03;4395.58;4361.08;0.00;;33;3.00;61.4;1;213109.36;213108.58;SELL OCO
2026.08.13 11:04:17;1786608137;hedge;open;119277342;4386.84;0.05;4383.84;0.00;0.00;;36;3.00;61.2;1;213109.36;213108.76;HedgePend BUY_STOP
2026.08.13 11:20:00;1786608137;hedge;open;119279891;4388.49;0.05;4385.49;0.00;0.00;;36;2.75;62.0;1;213109.36;213103.81;HedgePend BUY_STOP
2026.08.13 11:27:22;1786608137;main;close;119277150;4387.61;0.03;4395.58;4361.08;-12.09;time_loss_exit_confirmed;36;2.80;65.1;1;213097.06;213097.06;
2026.08.13 11:43:22;1786608138;main;open;119283810;4389.81;0.04;4377.81;4412.31;0.00;;36;2.80;67.1;1;213097.06;213098.34;BUY OCO
2026.08.13 11:43:22;1786608138;hedge;open;119284002;4387.13;0.05;4390.13;0.00;0.00;;36;2.80;67.0;1;213097.06;213097.86;HedgePend SELL_STOP
2026.08.13 11:51:39;1786608138;main;close;119283810;4392.31;0.04;4392.27;4412.31;10.00;tiered_profit_trail;36;2.88;69.8;1;213107.10;213107.10;EA_Breakout_OCO_V9 Bull BuyStop
2026.08.13 12:01:25;1786608139;main;open;119286505;4391.14;0.03;4403.14;4368.64;0.00;;36;2.88;65.7;1;213107.10;213106.47;SELL OCO
2026.08.13 12:01:26;1786608139;hedge;open;119287286;4394.35;0.05;4391.35;0.00;0.00;;36;2.88;65.7;1;213107.10;213106.47;HedgePend BUY_STOP
2026.08.13 12:15:21;1786608139;hedge;close;119287286;4395.74;0.05;4395.74;0.00;6.95;broker_side_close(sl_or_tp_hit);37;3.12;69.8;1;213114.05;213099.47;EA_Breakout_OCO_V9 HedgePen[sl]
2026.08.13 12:15:21;1786608139;hedge;close;119287286;4395.74;0.05;4395.74;0.00;6.95;broker_side_close(sl_or_tp_hit);37;3.12;69.8;1;213114.05;213099.47;EA_Breakout_OCO_V9 HedgePen[sl]
2026.08.13 12:15:21;1786608139;main;close;119286505;4396.00;0.03;4403.14;4368.64;-14.58;time_loss_exit_confirmed;36;3.12;69.7;1;213099.83;213099.83;
2026.08.13 12:22:15;1786608140;main;open;119290898;4392.41;0.03;4404.41;4369.91;0.00;;33;3.13;63.3;1;213099.83;213098.99;SELL OCO
2026.08.13 12:22:15;1786608140;hedge;open;119291202;4395.69;0.05;4392.69;0.00;0.00;;33;3.13;63.3;1;213099.83;213098.99;HedgePend BUY_STOP
2026.08.13 12:30:06;1786608140;main;close;119290898;4388.88;0.03;4388.88;4369.91;10.59;failsafe_reconcile;36;3.12;54.1;0;213110.42;213110.42;[sl]
2026.08.13 12:35:26;1786608141;main;open;119293811;4389.92;0.04;4374.92;4412.42;0.00;;36;3.16;56.1;1;213110.42;213109.18;BUY OCO
